,rank,clique,order,size,missing,added,find2_time,find2_jaccard,findq_time,findq_jaccard,findqg_time,findqg_jaccard
10,2,20,30,181,0.05,0.0,0.75,0.75,0.4521983042359352,0.9,0.9237730875611305,0.9
11,2,20,30,181,0.05,0.0,0.65,0.65,0.21163418889045715,1.0,0.21333275735378265,1.0
12,2,20,30,181,0.05,0.0,0.8,0.8,0.37292728014290333,0.95,0.4121716786175966,0.95
13,2,20,30,181,0.05,0.0,0.75,0.75,0.3547325059771538,0.95,0.40581435337662697,0.95
14,2,20,30,181,0.05,0.0,0.75,0.75,0.3155703116208315,0.95,0.3532845675945282,0.95
0,2,30,45,414,0.05,0.0,,,0.9355947729200125,0.9666666666666667,1.0568414200097322,0.9666666666666667
1,2,30,45,414,0.05,0.0,,,0.9887325316667557,0.9333333333333333,1.095375807955861,0.9666666666666667
2,2,30,45,414,0.05,0.0,,,0.9053120948374271,0.9666666666666667,0.9589820206165314,0.9666666666666667
3,2,30,45,414,0.05,0.0,,,1.38602183945477,0.9666666666666667,1.5634401999413967,0.9666666666666667
4,2,30,45,414,0.05,0.0,,,0.5978557225316763,1.0,0.6051460485905409,1.0
5,2,30,45,414,0.05,0.0,,,0.6238767318427563,1.0,0.6206767857074738,1.0
